360022,2704,0
417821,3242,0
403197,6482,0
162670,6750,0
370528,5073,0
121640,4661,0
353685,6748,0
430449,9431,0
285381,10033,0
439438,3070,0
90550,2060,1
236120,3387,1
183468,3892,1
132285,4418,1
104963,2486,1
103729,1851,1
29689,1159,1
274574,4164,1
352169,4089,1
374255,4546,1
